Eryahuurro ly’ebyakara lirinda ebintu ebyembaganiza muno.	The museum has very unique things.
Ekicweeka ky’omuntu ekyeruguru kali kitaito.	The bust was very small.
The otter mostly feeds on fish	Engonge ekira kulya encu
Ekirungo ekisobozesa ekimera kukura kurungi.	A nutrient which helps a plant to grow well.
Move slowly	Genda mpora nokerere zaaho
Bakazina babiri bonka abantu basiima	People appreciated their duet
Ekisisani ruteyatura kyetaaga kusooborra.	An abstract needs explanation.
Nasoma Ebyafaayo by’okwehangahanga.	He is studying Art History.
omuntu afooka muntu obwahandera ebiragiro byobuntu	ethical standards ,propety followed makes a person a human
Ebisunsa tubirya nka dodo	We eat the green leaves of pumpkin like any greens.
Ebyokulya byaitu ebyenzarwa.	We ought to preserve our own traditional crops over the imported or scientifically grown ones.
Over cultivation leads to poor harvest	Kujwaahya itaka nikireeta kufa kw'ebyokulya
amagezi gowanasano gakahuniriza muno abasungi	the magician,s trick was a mystery to the audience
The water is flowing.	Amaizi nigagera.
The electric fish can shock you if you touch it	Emamba y'amasanyarazi n'egakkuteera kakuba ogikwataho
She is engaged.	Ogu akafumbirwa.
Her husband drives tourists vehicles.	Iba muvugi wa motoka zabarambuzi
balesire omukoziwe byobwomeezi omwaniro	they have brought a healthyworker in the hospital
l am asking for help	ninsaba obukanyezi
The Nile perch can weigh over 60kgs	Empuuta n'esobora kukwata kilo zikuhingura
Multinational company in Uganda is Stanbic Bank, this one is found in many countries of Africa	Kampuni-nseeri omu Uganda niyo Stanbic Bank. Enu esangwa omunsi nyingi omwa Africa
How do you feel now?	Noyehurra ota hati?
Kutwara amakuru amarungi hali abantu.	Outreach is the act of spreading the gospel among people.
Hampaka zokuzina amasomero goona gakaba gaine engaija.	During music competitions, all schools had the engalabi.
Ebitekerezo ebirungi byona biba, By'omwiguru ebyensi nabyo byesisana byonka.	All good thoughts are of Heaven, those of the world are different.
Overgrazing can cause desertification	Kuliisiza hake nikireeta okwooma kweensi
I have seen a bee fly near our front door	Ndozire enjunjuuzi haihi n'orwiigi rwa hairembo
omubwire byokuteera ebisitani no'kuwaata amaraka abakozi boona bakorra hamu	during the production the actors and crew work hard in hand
ebyokulya ebyekinsa birwagi nambiri yautu	nutritious food is important
the variable sunbird has several colours	akanyonyi rwamarangi kaine erangi nyingi
Bats are nocturnals	Ebihuguhugu bigenda ekiro
Kasaka kijwaro ky’abembezi bediini.	A cassock is a long garment worn by clergy.
The weaver ant used leaves to weave its nest	Ekihuka ruruka kiju kikakozesa amababi kwombeka ekiju
Make a photocopy	Oyokyemu ekirukusisaniza
She clipped her feet into the cool brook.	Akadibika amaguru mukagera akarukufukiriza.
Abaana b'engoma eya Bunyoro abaisiki na boojo bagonza abatungwa.	Boys and Girls from the royal family of Bunyoro love all people.
The liberation of Uganda took place October 9, 1962.	Okujunira kwa Tanzania hali abanya Uganda tulyeba
omuteezi wa akooma nyansonda akakata mukagoye kasusuba.	He held the Triangle by a string while playing it.
Uganda government has a policy of unemployment benefits.	Gavument ya Uganda egira emikorre eyokuha obusagiki hali abatakora.
Omusaija ogu tali wamunu; muno hali nyowe ogu ntambaruki.	This man does not belong here, he is a stranger to me.
Omusubuzi agobamuno okukira omulimi.	A trader benefits more than the producer.
Omukurambura omwoleko, omugenyi mukuru akasaba ebintu byongerweho.	During the vernissage, the guest of honor requested that the items be increased.
obutanikyo kyorwanisa ekyabandizi kurasira hara	bows was the first to shoot far before the guncame inexistance
Omwana obwamera enza abakuzire.	When one grows pubic hair, he/she is considered to be in the puberty stage.
Ensoha erinda amaizi nigafuka.	The clay pot keeps drinking water cool.
Oburangi obwa Yohana omubatiza bukamanyisa okwija okw'obukama bwa Ruhanga.	The Prophecy of John the Baptist prophesied the coming of the God's kingdom.
Ebikuzire byona mubinage.	All what is old throw it away.
It was hot in the afternoon.	Mubwiire bwanyamusana haakirege omusana.
He/she died for us.	Akafa ha bwaitu.
Ai Ruhanga nitukurmya nitukugiza niwe wathangire.	Oh God, we worship you, we praise you for you are our creator.
Geothermal power comes from heat inside the earth	amasanyarazi nyaitaka garuga mukyooya munda okuzimu
Omucungwa kijuma /kirimwa omunsi ezirukutagata.kinulirra obundi kisarramu kake.Kinyesire kandi kyekulingirire bakinyuunya kandi bakijungamu ensande.	Orange is a sweet citrus fruit often eaten fresh Orange juice is often got from it.
Bagambire bagule mu duuka yabuli kintu.	Tell them to go and buy from the shopping mall.
Earthquakes often occur along a fault line.	Emisisa ekira kutandikira hagati y'omunyaarra mu'itaka.
Ekyoma kyokufuuhiiriza ebirimwa nokozesa omubazi gwokwita obuhuka bakyeta bombo.	A sprayer is used for applying pesticides on crops.
how are you there?	muliyo muta oku?
Isorolezo lya bayudaya nambere bagenda kuramya.	Synagogue is a Jewish place of worship.
capital includes tools and money so that they can produce	ebikora habamu ebikwato nensimbi nukwobizaale
i brought abuyer of kaliisas land and l got commission of five hundred thousand	nyowe nkaleeta omuguzi witaka lya om kaliisa kandi nyowe natungaho ibaaga eyemitwaro ataano
Obutasemera bwomumutima busiisa emiganjano nyingi.	Uncleanliness of heart destroys relationships.
Endema rusigirangana nuyo eya babiito omu Bunyoro na Tooro.	Dynastry is that one of the Babiito in Bunyoro and Tooro.
before the heavy rain there was thunder and lightening	enjura enyingi obwekaba etakagwiire hakabaho kuhunda kulguru nemurabyo
The hail stone has caused alot of damage to banana plantation	Hagwiire orubaale rwasiisa engojo
That is a house plan.	Eki kisisani ky'enju.
He is wandering all over.	Najeerejeera honaahonaa haakasangire.
Omukazi ahikize obwire bw’okukebeza.	It’s time for the lady to go for antenatal.
kuterana/kwegika olwade akapira	having sex with protection eg condoms
when wenwoke up early to the morning bus there was alot mist	obutwazindukure kukwaata yanyenkya kara habaka haroho ekiho kingi
irwarro lya buhingo lya bavumenti	buhinga hospital is far
Ebisaka byentahirizi bitahiriire amaliisizo ga abaliisa.	Non-native plants invaded some farms and are spreading aggressively.
Omwana alikubi omswija.	The child is sick of fever.
Muslims go for congregational prayer to the mosque on Friday.	Abasiraamu bagenda kusaara mumuzigiti kyakataano.
We do celebrate the birthday of the savior	Itwe tujaguza ekiro kyokuzaarwa kw'omufuni
Ebisisani Nyabusorosoro bwoleka abaana n'abakuru obuganikyo.	Animated films tell stories for kids and Adults .
Mwana bamutwaire kumegesa polio.	The baby was taken for the polio vaccine.
Oburo babulima Bunyoro na Tooro kandi kiba kyokulya habuli mukoro gwona.	Millet cake is eaten mostly on important functions like wedding, and feasting of all kinds in Tooro and Bunyoro. It is an important cultural crop.
Irrigation helps crops to grow during a dry season.	kusesiirra amaizi nikikonyera ebimera mubwiire bw'ekyanda
Emeeri yomwika esindikwa omurro	the steamship is pushed by fire
she added ice in her juice in order to quech her thirst	omunsa ndeye akongeramu amaizi agaizi agakwasire nukwo emu male iroho
sendekereza muto wawe ekyoloni kiri kuli	escort your younger brother to the toilet
Vermicomposting is faster than normal composting.	Kujunza n'eminiongorozi nikirahusa , kukira kujunza okwabuli kiro.
When workers have been lockout, they caused picketing requesting to see CEO.	Abakozi obu bakingiirwe aheeru nabo bataho akatabanguko aheeru nibasaba okurora mukuru wemirimo.
Obubaba nibazina ebihuumo ohurra omuhimbo.	When a praise song is sung you feel good.
The collision of tectonic plates , can form mountains.	Ebipapuule byamabaale nyakuzimu obubihumirana , bisobora kukora ensozi.
The walls of his kitchen were covered with soot	Ebisiika by'ekicumbiro kye, bikaba bisweekerwe omunyali
Ekibumbirwe nikyo kisisani ekyemerezibwe kwijukirahoga.	A mold is a picture that has been fixed upright and statue.
oruho rukozesibwa ha bimera omu misiri	a fine mist liquid droplets dispersed through the air on plants
you have been instructed to look after the child	bagambire orolerre omwana ogu
Amiini akaba Basitoroora enkooto.	Amiini had a big pistol.
Please, do not follow me.	Otampondera.
Ekipoole kyebinyuoobwabiro biru nigonzibwa abantu boona	These days the pastry-dough of ground nuts is loved by all.
Obubazaire abaingi bakaguruka ijanjo agamu ha mazina g'emirwa.	They celebrated the birth of twins by dancing Ijanja dance.
Ihe eriifumba niryo rirubata habigere.	Infantry are those soldiers on the foot attacking the enemy.
Omukazi ajwaire ehirizi	The woman is wearing an amulet.
Nyampara we lyabuurro ly’ebyakara akasoboora ebyafayo byabuli kiri mulyahuurro.	The curator explained the history of every item in the museum.
Amazire kuzaara nayetaaga kuhumuraho.	she needs to rest afterbirth.
Nkasasura eitwaro nkaaga nkomukaaga habw'omukazi wange.	I paid six hundred thousand as bride price formy wife.
Mpondera emikorre yanyenkya kara buli kiro.	I follow the same morning routine every day.
ebikokyo bitusemeza kandi bitukoonyera ekintu	riddles are meant to entertain and to challenge our minds
kauurale nayo erugwamu ebirungo ebinuza emikubi	the spicy pepper is used as a spice from a plant called chilli
The giraffe craned its neck and reached the shoots in the tall tree	Entwiga eraihiriize ebikya byayo yalya obukoora mumuti oguraihire
why are you gloomy	habwaaki nonyinyi mbwa
It is good to engage in a hobby after hard work	kirungi kuba nomuzaano hanyuma yokukora muno
bazaa osangamu buli kintu orukwetaaga kugura	bazaar are found commodities you want to buy
They fought from the bar.	Bakarwanira mu baara
Omusaija akatembwa yabaza mundimi.	In his moment of ecstasy, he spoke in tongues.
the tundra soil is frozen for most of the year	ekicweka mburamiti nyabutuki kiina itaka eririkufuko nkebirika
Omuzaire natwara abaana haisomero.	The parent is taking the children to the school.
osemerire ohondere orupimo.	You are supposed to follow the dosage.
Endagaano enkuru ebazaho Yesu atakazairwe.	The Old Testament talks about events before Jesus’ birth.
Ebyokulya nka enyama embisi byetaaga ekisura kutajunda.	Some foods like fresh meat need salt to be preserved.
The salt is enough .	Ekizura nikimara.
Ekimera ekyemihama balya nkebyokulya.	Root crop isa crop whose roots are eaten as food eg cassava
Taoisma diini omunsi ya chaina.	Taoism is a Chinese religion.
The typhoon hit the coastal region hard	Ihunga nyabijura likaleeta muno ebicweeka by'emyaaro.
Christmas esemera habwokuba ija omu kasumi abanyoro batooro obu bajaguza kulya omwaka.	Christmas follow the season when people in Bunyoro and Tooro are celebrating the end of year and coming year.
omusbuzi agwa ebinti randi agaruka abiguza abantu bandi ha bwamagoba	trader buys goods and sells them at a profit
Ekiyudaaya-dai niyo enyikiriza yabayudaya abatacweka.	Conservative Judaism is practiced by those who don’t welcome change.
ekihandiko kye bisisanibya cineema kikaba kunywaana	she wrote screen play for ashort film about friendship
Akidongo rujaara kaleta iraka lirukujaara	The mbira produces a buzzing sound.
The death rate has decreased due to better health care.	Orulengo rw'abantu abarukufa, rukehere habwebyobwomeezi ebirungiho.
Intercropping helps maximise land use.	Kubyarraana embibo zitarukusisana nikikonyera kukozesa itaka nkoku orukusobora.
How old is your grandfather?	Swenkuru aine nukuru ki?
Ogu arwaire enkorro.	That person is suffering from cough.
Ebyafaayo bya Bunyoro Kitara tubimanyire.	The history of Bunyoro Kitara is known.
I saw a chimpanzee at the zoo	Nkarora ekikuya ha irindiro ly'ebisoro ery'ebitimba.
Asigiirwe amagita.	He was anointed with oil.
Omubisisani ebyekigendererwa bakazaana abantu bayega.	The actors performed well in the film which was very educative.
Mahayana itaagi lya ekibuda	Mahayana is a branch of Buddhism.
Nyineka agiira esahaani ye ne kikopokye.	The head of the family has his own plate and cup.
akatale kabantu tabamu eiragiro bya gavumenti.	in the free market government rules are minimal.
Eby’okwehangahanga mumyaaka eyahaihi babitunda sente nyingi.	Modern art is very expensive.
Enju y'ekisu harumu kutagata.	The hut house is warm.
The wage for the non permanent workers is at 500/= per day.	Empeera y'omukozi atali worutekerro eri ha 5000/= buli kiro.
Omukugu aina kumanya Kuingangana kwebicweka.	An expert has to know the right proportions.
State the meaning of black in Uganda's national flag.	Manyisa amakuru gerangi yakikara mubendera ya Uganda.
Mpaako Amooti eba yabakazi nabasaija	The pet name Amooti is given to both women and men
muli kurungi.	Are you okey.
Cover your food to avoid houseflies	Sweeka ebyokulya kwetantara ensohera
Kansiime mumuzaano goona azaana kurra.	Kansiime acting same throughout.
Amiini's coup took place 25/1/1971	Amiini akahamba obulemi bwa UPC 25/1/1971
sublimation becomes evident when snow disappears without meiting	ekintu kutooka rwooya kubaho kakuba ebirika bihwerra bitayagire
Ekisalizo kisara ebitooke kwihamu ebiharaiga nembabi ezengere.	Scythe is used in banana plantation to remove dry and old leaves.
okwehangahanga kukonyera abantu kwoleka ebitekerezo byaabo.	Art allows people to express their feelings and creativity.
obusinge tibwereeta kabuserra	peace does not come by it self his sought
After the flood , a layer of slit covered the fields.	Haruguma y'okusandaara kwamaizi , orusenyisenyi rukaarra omurrusiri.
Obuswezi burukwera butandikira mukanisa.	Holy matrimony starts in church.
entebe bakaifutiika nakahanda kahagati y'entebe kaafa	the squeezed the chows and closed the aisle
Sikooko bagitunga omumaka nk`enkoko.	Turkey can be reared at home like hens.
Ebyaana byekisoro obu bicuuka, kyonka kitandiika kulya nobunyansi.	The process of accustoming the young animal to food other than mother's milk is called weaning.
A frog is an amphibian	Ekikere kisoro nyamaizi nyaitaka
Ekikooga kijuma kine kine ekinyamanyama kirukwera kandi nenduguta eyibanyunya.	A coconut is the fruit of the coconut palm tree.It contains edible white flesh and coconut water inside a hard shell.
hug him/her	omujumbate
Ebyoburambuzi omu Fort portal birungi.	Tourism in Fort portal is good
Orukarra rwa amasomo na ekitebe byaago	Offisi ya mukuru wesomero emazire kuturukya orukarra , rwabasomesa , amasomo gabu ekitebe hokwegesa nesaaha byona babitimbire ha
abakozi boona bakatwaara ebirukweetagisa byoona mukiikaro kyorukwatiramu ebisisaru	the crew transported all equipment to the filming location
We have an electric iron.	Pasi yaitu yamasanyarazi.
Farmers use pesticide to protect their crops.	Abalimi bakozesa omubazi kaita bihuka kulinda ebyokulya.
Omuliisa owarukurolerra entaama zonka.	A type of a herder who looks after the sheep only; grazes sheep, gives water, protects sheep checks their health.
Tugende kulima.	Let us go to dig.
Oruguudo muhanda gwa motoka hamu n'abantu.	Road is away for people and vehicles to pass.
Abamagezi nubo Abanguhirwa kwega bwango ebihyaka.	The intelligent people are those that learn quickly new things.
Kutamu Ekitinisa bakuru b'ediini oba nokiha Ruhanga owubakorra.	Reverence to Religious Leaders is an act honoring God whom they serve.
the memoir of king kasagama are found in the archaves of mountains of the moon university	ebimanyirwe hali omukama nobusanga omurindiro lyebintu ebikuru omwire okwetebya mmuniversity
they infured him on the head	bakamuhutaaza ha mutwe
ABAGAHI banya mirwa omu TOORO	The Bagahi are ritualists in Tooro.
Ababiitokati betona hamurwa gw'okukorooga.	At the rituals of milking princesses on duty paint their faces.
Urban pollution can cause serious health problems.	Emiika emibi nyakibuga esobora kuleeta oburwaire bwing mubwomeezi bwaitu.
Ntangaine omwana muto narubata wenka.	I met an infact moving alone.
Fireflies are usually many during dark nights	Enyunyuzi zikira kuba nyingi mu mwirima
Emyaka rukumi ningana ekiro kimu nukwo baibuli egamba.	Millennium is equal to one gay as saying in the bible.
Ekitontome Nyaikuminaina kibakwata hamutima	The sonnet he presented touched their hearts.
The reedbuck is common in reedbeds and the savannahs	Enjaza rwomurugoro ikara mu rugoro n'omurwerre
Ebimera obundi nabyo byetambira byoka.	At times, some plants have organic pesticides.
Burole na burole nkarora omukama oyo majumura	I am Eye witness of the coronation of king oyo
Basilika eba yekaru nkooto.	Basilika is a very big church.
i have never seem a helment guinea fowl	tinkaroraga entajumba rwesapeeho
Abasiita ruganda rukooto omu Tooro nurukira ezindi zoona.	The Abasiita are the biggest clan in Tooro.
Obuyonjo obubi buleta endwaire.	Poor sanitation causes diseases.
Okusaasa kwingi	The pain is unbearable.
Binzali kyokunywa bakita omu cai bakinywa kandi na cai eboya kurungi.Kibamu emibazi.	Tumeric is a spice and medicinal plant.It is used in cooking ,medicine and food coloring.
Okubaza hamu kikeheze enkungani mu madiini okwabahoga ira.	Dialogue among religious leaders has reduced quarrels that existed back then.
On share in our saving and credit society is at ugx 50,000	Omugabo gumu omukitebe ya hura yohoza guli ha ugx 50,000
Ira lyona abantu ba Tooro tibalyaaga encu.	In the ancient people of Tooro did not eat fish.
It is good to correct mistakes	Kirungi kigorra ensobi
the collection for the visitors is beautiful	ebintu ebisorozibwe kabwa abasenyikurrora bisemiire muno
oruganikyo rwa kahugi	The story about kaluigi
amaizi g'ekisaaru nigagera.	River water is flowing down stream.
Endingidi yekyooma nyamugundu haroho obubagiteza akaraso nkeyabarukwiragura.	Sometimes the viola is played with a bow like the fiddle in Africa.
i am really fine	mananu ndi kurungi
Igana lyebinyonyi liri omumusiri gw'oburo. Igana ly'entama nirirya ne ry'embuzi.	The flock of birds has invaded the milk garden. the flock of sheep is grazing together with that of the goats.
Omwegesa ayegesa ekigambo kya Ruhanga.	The teacher teaches the word of God.
Esahani egi niyo ndiriremu ebyokulya.	I have been eating food from that plate.
Obuncankuncanku bunuzire muno.	Chips and cookies are very sweat.
okutunga ebintu bingi kiruga mukukora namani.	Prosperity comes from working hard.
Ebiziina b`yediini binsemeza muno.	Gospel songs make me very happy.
in most areas you find mangrove trees near the water	mubicweeeka ebirukukira omunywamaizi ogusanga haihi amaizi
Oruganda rw'abaliisa nuho yarugire omurolerezi wokubanza owa Anglican omu Uganda.	In the Abaliisa clan hailed the first Anglican Bishop in Uganda.
omwebembezi akasiima abakozi boona habworukora n'amaaru	the director thanked the crew for th e hard work
Umura kuba kuramaga kugenda mecca akaire koona.	Umurah is pilgrimage to Mecca at any time.
Orugendo rukaba ruraihire baitu nirukyanganura.	The trip was very long but exciting.
reformation of the church to peace in thesixteenth century	kugarra buhyaka ekeezia kukabaho omukyasa ekya lkumina mukaga
Gavumenti netreera abantu kubyara emiti.	The Government is encouraging people to plant more trees.
Ekiyudaya kaswa niyo enyikiriza eyekiyudaaya etafurunguka.	Orthodox Judaism is the original teaching of Judaism.
Imamu ayebembera abasiiramu.	An imam leads prayers in a mosque.
Omuhandiiki w'emizaano y'orutimbi akoorra hamu nomutekaniza w'ebisisani by'orutimbi.	He is the screenwriter and works with the director.
kurwatira ebisisaru mwkisiika nyantarabwamu iraka kikoonyera	filmimg on a sond stage allows the learn to avoid bad weather
Binu ebitabu obite ha meeza.	Put these books on the table.
Ekirimwa ekyembibo zakyo zikurra omu kisusu nka ebihimba, kaho, ebinyobwa nebindi nkebi.	A legume is a type of type of plant whose seeds grow inside a long pod eg beans, peas, groundnuts.
The venom of a wasp is poisonous	Omubuli gw'erura gurumu obutwa.
Bihunzire nenkwanzi bisemiire mali	It's adorned and looks nice
Abayonza ruganda mu Tooro na Bunyoro.	The Abanyonza are a clan in Tooro and Bunyoro.
gold is precious and costly	ezaabu yomuhendo mwingi
Serafi Nauwe aikara haihi na Ruhanga nahaisaniza kandi nalinda ekitinisa kya Ruhanga.	Seraph keeps near God praising Him and protecting God's Glory.
Coroko nakyo nikisisana ekihimba/ebihimba, kirimwa kyenjuma kandi kyanira omukisusu.	It is a legume and high in protein content. It is eaten especially when it is fried.
akahandiika nakozesa ikaali yayoleka ebitatukire mukitongole kyebyenyegesa	thruogh satire the author exposed the weakness of the education system
Omubazi katamba bujunde gwomesa ebihoya	Anti fungals help to dry up wounds.
Water conservation means using water wisely and avoiding waste.	Kulengeerrra amaizi nikimanyia kukazesa amaizi n'oyerinda kugasiisa.
Olive baboons can be seen in Queen Elizabeth National park	Enkerebe y'orwerre n'ekibira nizisangwa mu irindirolya kwiini Erizabeesi
the white backed vulture is eating a carcass of a monkey	esega rweera mugongo nerya enkende efiire
Ogende kurungi Akiiki.	I wish you a safe journey.
Water in a fen comes from underground.	Engezi katalibulw'amaizi gaayo garuga okuzimu.
The Abango clan are hardworking and love one another.	Abango ruganda rwabantu abekambi kandi bagonzangana
Mira omubazi gwa obyame.	Take your medicine and sleep.
Orugoye ndozire rubaire rwerangi ya kitunguhya.	I saw a pink piece of clothe.
Ebyokulya byente ebizikirwe bya jojera ebitibwa obunyansi bukehere.	silage is juicy fermented animal feed kept for feeding live stock during the dry season when fresh grace is not available.
The Abasazima are in both Bunyoro and Tooro.	Abasazima bali Bunyoro na Tooro.
Kaini akaita Aberi.	Cain killed Abel.
the robin chat is singing a song	ekisoma bwiire ekitaito nikizina ekizina
clothes are cheap nowdays	engaye nibaziguza sente nke biro binu
Forest restoration helps damaged forests grow again.	Kugarraho ekibira nikikonyera ekibira ekyasisirwe kumerra buhyaka.
He/she angered me by not greeting me.	Akambiihiza habwo kutandamukya.
their grandfather died long ago	lsenkurubo akafa ira
In the policy of mixed economy, the is market managed by government	Omunkora eya byona-bikole, akatale kategekwa gavumenti
The wood pecker bore a hole in the tree	Enkonkomerezi edubwire ekihunu mu muti
ross,s turaco is a tourist attrqaction	enkurungu kampeke nesikiriza abarambuzi
comparative advantgge guided me mr kwezi to join workers in the onion	okukolerra magoba kikahabura omikwezi okukoraga nabakozi abakozi
Ekituuro niyo embi hanyuma yokuzikaamu omufu bakasweka ekiina.	The grave is the tomb after covering the hole.
The strength of money to buy commodities shows real income	Amaani agensimbi omukugura ebintu omwihanga nugo goleka entaahya yonyini
honey is sweet like honey	obwooki bunura nka sukaali
Okufurukamuntu kufooka kisoro enyikiriza yediini etali Nkristo.	Transmigration is the is a belief of those religions which are not christian.
Byona bihoire mugwe mukifuba tumalirre.	All is done let us hug each other we conclude.
oburwaire bwigi mbutalibaniza obwemeezi bwa Ebirimwa.	Disorder is affecting plant heaIthy in most farmer,s gardens
Enyoleka yebintu ebirukwegwa	Buli isomo lyoona erirukwegwa abalitekaniize baturukya enyoleka yebintu byona ebirukwetagwa kwegwa omubuli isomo nomu masomo agandi goona babita hamu omu kitabu kimu
Cutting down trees has triggered climate change.	Kutematema emiti kireteriize empindahinduka y'obwiire.
Goldfish make good acquariums.	Encu rwazaabu ekora encu zomukirahule enungi
the region depends on lumbering for its economy	ekicweka nikubaho habworutema embaaho nkeryobu guuda
the trailblazer of angelican church in congo was apolokiva	omutembuzi wahngli can church omu congo akaba apozo kwavabulaya
the steppe has very few trees	orwerre orwoomere mu rassiya rugira emiti ntaito
Ekiikopo Kiroho ekisisani kyenkoko.	The mug has a picture of a hen on it.
Omuzini w'amazina Nyaruganikyo, akazina kurungi ha Bunkenke.	The Ballerina danced beautiful on her toes.
The cow has calved.	Ente ezaire
Kizira omukazi kutemba ha rusu rwenju.	It is a taboo woman to climb on top of the roof.
A high birth rate affects the resources	Ekya abaana kuzaarwa baingi nikikwataho muno, ebyokukozesa
Omutambi akozesa ebisaka.	The traditional healer uses herbs.
Obuguuda kaba kokurorwaho kokukora na maani.	Riches are symbols of hard work.
demostration happened today at galihuuma school	akamuhirro kabaire haisomero galihuuma kiro kimu
Omunywani womuntu takanya.	A good friend is not easy to find.
Kinu kintu kyange, bweremera.	This is my personal property.
mouse birds eat bean plants in the garden	emisononwa erya ebihimba ebirukumera mu musiri
akusubgurwa obulemu kiileta kususukara	defeat brings alot of damage
Obutunguru kirungo bakita omu mukubi nukwo guboye kandi gunule.	onion is a single large bulb made of many many layers . Has a milder and slightly sweet taste when cooked . It is used to add flavour to source.
Come and we watch a movie.	Mwije turole ebisisani harutimbe.
Industrial pollution can lead to serious health problems for people leaving near by.	Emiika nyamakorro esobora kuleetera ebizi ebingi ha'bwomezi bwaitu namuroobo abarukwikara haihi namakoorro.
Obubiito omunru azarwa nabwo tiburuga handi.	Nobility is born not acquired.
Ebisanibye bikanyekambisa kulengo kwehangahanga.	His art work gave me an inspiration to try art.
Bakatandika kujanga hanyuma, yokurora ebisisani by'engonzi.	They feel in love in the Romance film.
Guru mwegesa we byahindi.	A guru is a teacher spiritual teacher.
Abantu bakarra muno omuzaano ogwobujune obugwahoire.	The audience shed tears when the tragedy ended.
why are you careless while working?	habwaki obwoba nokora oteegendereza
Omusomesa abahaire Entandiko mukisisani.	The teacher gave the students a sketch.
The air is cooler on a mountain than in low areas .	Embeho ya harusozi n'efuka ho kukira eyahansi yarwo.
The business owner in cattle trade is Mr. Kakama	Mukama wobusubuzi obw'ente nuwe Om. Kakama
the black headed weaver is making a nest	ekiregeya rwiragura mutwe nikyombeka ekiju
Omusigazi aine Oburorwaho bw’oruseru.	The boy has signs of measles.
The coast attracts many tourists	Omusa g'wenyanja is'amayanja gusikiriza abarambuzi baingi.
Obulemi bwa Yoweri Museveni bubaire burungi om'Uganda.	The reign of Yoweri Museveni has been good in Uganda.
i now understand	hati nye tegeriize
Ekipiripyo kyangasaniza ebibumbirwe.	Glaze makes pottery shiny.
The cement factory of Hima produce one thousand tones everyday.	Ikorro lya simenti erya Hima liturukya tani rukumi buli kiro
Akaseke koku fuhiriza kakozesibwa kurungi omunyaanya.	The sprinkler is better used when watering.
Abantu babunyoro ba Tooro okuhumbuka omubafu ekyalesirwe kristu kibanguhira kukyetegereza habwo kuba ubo bamanyire omuntu obwa afa aikara ali muzimu.	The of resurrection to Banyoro and Tooro was easy to conceive because they believe in the living dead.
Orutaali niyo emeza nambere emikoro yediini ekorwa.	An altar is a table where religious ceremonies are done
The lion's mane was covered in blood after eating its kill	Ebiijwenge by'entale bibaire biine esagama obwemazire kulya akasoro
Tukarambura Omwoleko kurora ebisisani ebisigirwe.	We visited the exhibition to see beautiful paintings.
Omubikira ayesweka hamutwe.	A nun covers their head.
Balinzire ebyenyuma kurugayo bamusimule.	The are waiting for the placenta to come out so that they can clean her.
orutimbi bakarwi mwkya, omuzaano gwatandika	the curtain rose and the play began
it is very good to be honest	kirungu muno kuba mwesigwa
Kasumi kanu abakazi bakeega kwe beisaho bonka.	These days women have learnt how to take of themselves.
oli omwaana nkamugambire ayegarukemu	i told him to repent
Nikkei showed me very well all the cats in stock and chose what i wanted.	enyoleka eya Japan enyolekere kurungi motoka zoona eziroho kutundwa nakomamu eyingondeze.
atenyi isenyowe akaba ali muhikirire habwokubatiyakoraga ebyakalebule	my father atenyi was a virtous man because he didnt fight against moral stanards.
Ganjesi kisaaru kyabahindu.	Ganges is a sacred river in Hinduism.
omu itaka bongizeemu orweeza ebyokulya nibiija kwama kurungi.	They have added fertilizers in the soil to make it more productive
The rope was elastic.	Omuguha gukaba nigunanuka
Guppy fish are acquarium fish	Encu rwamarangi nyabitonotono eba y'omukirahule
the african black swift has its nest in a rock	en taahi kairagura yafirika ine ekiju kyaj
Abayanja bakaruga Buyanja kandi baingi omu Tooro na Bunyoro.	The Abayanja came from Buyanja and everywhere in Tooro and Bunyoro.
Orutindo rwombekwa ha kyambu rundi ekisaaru nukwo abantu bambuke.	The bridge is built across the river to make it easy for the people to pass.
law of suppy also determines the price market	ekiragiro kyebinya kuroho nakyo kicwamu emihendo omukatale
If it was not the good Entrepreneur, the business of cement was to fail.	Kakuba akaba atali kizaazi mirimo omurungi, obusubuzi bwa simenti bukaba nubulema
he is a handsome young man	mwogazi murungi
It is better for someone to have what to do .	Kirungi omuntu kuba n'ebyokukora.
Abatema rumu ha Nganda eza Tooro na Bunyoro.	Abatema is one of the clans in Tooro and Bunyoro.
Doctors worked hard to control the epidemic.	Abafumu bakatamu amaani kutajanjaaza orufu kagingo.
Spotted hyenas are very common in game parks	Empisi z'obutorogondoo nikanya muno mwirindiiro ly'ebisoro.
Omutebezi wenjiri ahwaire ekijwaro kirukwera.	The evangelist is wearing a white garment.
Farmers practice polyculture to get double yield.	Abalimi bakozesa enkora y'okubyarraniza embibo nyingi mumusiri gumu nukwo bagese biingi.
He/she was asked for a high price.	Bakamusaba omuhendo gwahaiguru.
omuzindaaro gukakonyera abasungi kuhurra ebyomuzaano	the speaker helped the audience to hear the presentation
Let us o to harvest beans from the farm.	Tugende mumusiri twiihe ebihimba.
Amahangiro gakanya omubyaaro.	Shrines are common in villages.
the hammer is very heavy	enyondo neremeeera muno
oruganikyo nyamasano akarugambira abaana muno	the fantasy story that she narrated to the children scarced them
Enju y'ebisisani empyaka ekaba neyoleka ha ntimbi itaano.	The new multiplex down town shows five movies at once.
We ate beans and sweet potatoes.	Tuliirege ebihimba n'ebitakuli
